Region,Province,Mun,Mun_Code_New,Mun_Code_Old,Total Occupied Housing Units
REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,PH0403428000,PH043428000,"106,590"
REGION IV-A (CALABARZON),LAGUNA,SINILOAN,PH0403429000,PH043429000,"9,289"
REGION IV-A (CALABARZON),LAGUNA,VICTORIA,PH0403430000,PH043430000,"10,781"
REGION IV-A (CALABARZON),QUEZON,AGDANGAN,PH0405601000,PH045601000,"3,300"
REGION IV-A (CALABARZON),QUEZON,ALABAT,PH0405602000,PH045602000,"3,951"
REGION IV-A (CALABARZON),QUEZON,ATIMONAN,PH0405603000,PH045603000,"15,291"
REGION IV-A (CALABARZON),QUEZON,BUENAVISTA,PH0405605000,PH045605000,"7,570"
REGION IV-A (CALABARZON),QUEZON,BURDEOS,PH0405606000,PH045606000,"5,508"
REGION IV-A (CALABARZON),QUEZON,CALAUAG,PH0405607000,PH045607000,"17,408"
REGION IV-A (CALABARZON),QUEZON,CANDELARIA,PH0405608000,PH045608000,"32,548"
REGION IV-A (CALABARZON),QUEZON,CATANAUAN,PH0405610000,PH045610000,"16,889"
REGION IV-A (CALABARZON),QUEZON,DOLORES,PH0405615000,PH045615000,"7,457"
REGION IV-A (CALABARZON),QUEZON,GENERAL LUNA,PH0405616000,PH045616000,"6,067"
REGION IV-A (CALABARZON),QUEZON,GENERAL NAKAR,PH0405617000,PH045617000,"8,183"
REGION IV-A (CALABARZON),QUEZON,GUINAYANGAN,PH0405618000,PH045618000,"10,877"
REGION IV-A (CALABARZON),QUEZON,GUMACA,PH0405619000,PH045619000,"17,326"
REGION IV-A (CALABARZON),QUEZON,INFANTA,PH0405620000,PH045620000,"18,374"
REGION IV-A (CALABARZON),QUEZON,JOMALIG,PH0405621000,PH045621000,"1,829"
REGION IV-A (CALABARZON),QUEZON,LOPEZ,PH0405622000,PH045622000,"22,135"
REGION IV-A (CALABARZON),QUEZON,LUCBAN,PH0405623000,PH045623000,"11,783"
REGION IV-A (CALABARZON),QUEZON,MACALELON,PH0405625000,PH045625000,"6,350"
REGION IV-A (CALABARZON),QUEZON,MAUBAN,PH0405627000,PH045627000,"16,515"
REGION IV-A (CALABARZON),QUEZON,MULANAY,PH0405628000,PH045628000,"12,828"
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,PH0405629000,PH045629000,"5,927"
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,PH0405630000,PH045630000,"18,248"
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,PH0405631000,PH045631000,"3,856"
REGION IV-A (CALABARZON),QUEZON,PATNANUNGAN,PH0405632000,PH045632000,"3,389"
REGION IV-A (CALABARZON),QUEZON,PEREZ,PH0405633000,PH045633000,"3,063"
REGION IV-A (CALABARZON),QUEZON,PITOGO,PH0405634000,PH045634000,"5,492"
REGION IV-A (CALABARZON),QUEZON,PLARIDEL,PH0405635000,PH045635000,"2,492"
REGION IV-A (CALABARZON),QUEZON,POLILLO,PH0405636000,PH045636000,"7,821"
REGION IV-A (CALABARZON),QUEZON,QUEZON,PH0405637000,PH045637000,"4,023"
REGION IV-A (CALABARZON),QUEZON,REAL,PH0405638000,PH045638000,"9,416"
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,PH0405639000,PH045639000,"3,305"
REGION IV-A (CALABARZON),QUEZON,SAN ANDRES,PH0405640000,PH045640000,"8,804"
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,PH0405641000,PH045641000,"8,203"
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO (AURORA),PH0405642000,PH045642000,"14,498"
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,PH0405644000,PH045644000,"12,148"
REGION IV-A (CALABARZON),QUEZON,SARIAYA,PH0405645000,PH045645000,"38,633"
REGION IV-A (CALABARZON),QUEZON,TAGKAWAYAN,PH0405646000,PH045646000,"12,848"
REGION IV-A (CALABARZON),QUEZON,CITY OF TAYABAS,PH0405647000,PH045647000,"26,945"
REGION IV-A (CALABARZON),QUEZON,TIAONG,PH0405648000,PH045648000,"25,407"
REGION IV-A (CALABARZON),QUEZON,UNISAN,PH0405649000,PH045649000,"6,669"
REGION IV-A (CALABARZON),QUEZON,CITY OF LUCENA (Capital),PH0431200000,PH045624000,"63,782"
REGION IV-A (CALABARZON),RIZAL,ANGONO,PH0405801000,PH045801000,"28,709"
REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,PH0405802000,PH045802000,"197,869"
REGION IV-A (CALABARZON),RIZAL,BARAS,PH0405803000,PH045803000,"19,408"
REGION IV-A (CALABARZON),RIZAL,BINANGONAN,PH0405804000,PH045804000,"70,472"
REGION IV-A (CALABARZON),RIZAL,CAINTA,PH0405805000,PH045805000,"88,840"
REGION IV-A (CALABARZON),RIZAL,CARDONA,PH0405806000,PH045806000,"12,315"
REGION IV-A (CALABARZON),RIZAL,JALA-JALA,PH0405807000,PH045807000,"7,724"
REGION IV-A (CALABARZON),RIZAL,RODRIGUEZ (MONTALBAN),PH0405808000,PH045808000,"95,880"
REGION IV-A (CALABARZON),RIZAL,MORONG,PH0405809000,PH045809000,"15,826"
REGION IV-A (CALABARZON),RIZAL,PILILLA,PH0405810000,PH045810000,"16,710"
REGION IV-A (CALABARZON),RIZAL,SAN MATEO,PH0405811000,PH045811000,"61,251"
REGION IV-A (CALABARZON),RIZAL,TANAY,PH0405812000,PH045812000,"30,930"
REGION IV-A (CALABARZON),RIZAL,TAYTAY,PH0405813000,PH045813000,"86,703"
REGION IV-A (CALABARZON),RIZAL,TERESA,PH0405814000,PH045814000,"14,270"
MIMAROPA REGION,MARINDUQUE,BOAC (Capital),PH1704001000,PH174001000,"13,824"
MIMAROPA REGION,MARINDUQUE,BUENAVISTA,PH1704002000,PH174002000,"6,115"
MIMAROPA REGION,MARINDUQUE,GASAN,PH1704003000,PH174003000,"8,847"
MIMAROPA REGION,MARINDUQUE,MOGPOG,PH1704004000,PH174004000,"8,914"
MIMAROPA REGION,MARINDUQUE,SANTA CRUZ,PH1704005000,PH174005000,"14,085"
MIMAROPA REGION,MARINDUQUE,TORRIJOS,PH1704006000,PH174006000,"7,478"
MIMAROPA REGION,OCCIDENTAL MINDORO,ABRA DE ILOG,PH1705101000,PH175101000,"8,306"
MIMAROPA REGION,OCCIDENTAL MINDORO,CALINTAAN,PH1705102000,PH175102000,"7,355"
MIMAROPA REGION,OCCIDENTAL MINDORO,LOOC,PH1705103000,PH175103000,"2,093"
MIMAROPA REGION,OCCIDENTAL MINDORO,LUBANG,PH1705104000,PH175104000,"4,627"
MIMAROPA REGION,OCCIDENTAL MINDORO,MAGSAYSAY,PH1705105000,PH175105000,"9,076"
MIMAROPA REGION,OCCIDENTAL MINDORO,MAMBURAO (Capital),PH1705106000,PH175106000,"11,317"
MIMAROPA REGION,OCCIDENTAL MINDORO,PALUAN,PH1705107000,PH175107000,"4,204"
MIMAROPA REGION,OCCIDENTAL MINDORO,RIZAL,PH1705108000,PH175108000,"9,489"
MIMAROPA REGION,OCCIDENTAL MINDORO,SABLAYAN,PH1705109000,PH175109000,"21,209"
MIMAROPA REGION,OCCIDENTAL MINDORO,SAN JOSE,PH1705110000,PH175110000,"36,916"
MIMAROPA REGION,OCCIDENTAL MINDORO,SANTA CRUZ,PH1705111000,PH175111000,"10,431"
MIMAROPA REGION,ORIENTAL MINDORO,BACO,PH1705201000,PH175201000,"9,114"
MIMAROPA REGION,ORIENTAL MINDORO,BANSUD,PH1705202000,PH175202000,"9,900"
MIMAROPA REGION,ORIENTAL MINDORO,BONGABONG,PH1705203000,PH175203000,"18,286"
MIMAROPA REGION,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),PH1705204000,PH175204000,"9,796"
MIMAROPA REGION,ORIENTAL MINDORO,CITY OF CALAPAN (Capital),PH1705205000,PH175205000,"34,644"
MIMAROPA REGION,ORIENTAL MINDORO,GLORIA,PH1705206000,PH175206000,"11,996"
MIMAROPA REGION,ORIENTAL MINDORO,MANSALAY,PH1705207000,PH175207000,"13,298"
MIMAROPA REGION,ORIENTAL MINDORO,NAUJAN,PH1705208000,PH175208000,"26,317"
MIMAROPA REGION,ORIENTAL MINDORO,PINAMALAYAN,PH1705209000,PH175209000,"20,926"
MIMAROPA REGION,ORIENTAL MINDORO,POLA,PH1705210000,PH175210000,"8,829"
MIMAROPA REGION,ORIENTAL MINDORO,PUERTO GALERA,PH1705211000,PH175211000,"9,675"
MIMAROPA REGION,ORIENTAL MINDORO,ROXAS,PH1705212000,PH175212000,"13,343"
MIMAROPA REGION,ORIENTAL MINDORO,SAN TEODORO,PH1705213000,PH175213000,"4,500"
MIMAROPA REGION,ORIENTAL MINDORO,SOCORRO,PH1705214000,PH175214000,"9,652"
MIMAROPA REGION,ORIENTAL MINDORO,VICTORIA,PH1705215000,PH175215000,"12,140"
MIMAROPA REGION,PALAWAN,ABORLAN,PH1705301000,PH175301000,"9,674"
MIMAROPA REGION,PALAWAN,AGUTAYA,PH1705302000,PH175302000,"3,166"
MIMAROPA REGION,PALAWAN,ARACELI,PH1705303000,PH175303000,"3,452"
MIMAROPA REGION,PALAWAN,BALABAC,PH1705304000,PH175304000,"9,191"
MIMAROPA REGION,PALAWAN,BATARAZA,PH1705305000,PH175305000,"21,058"
MIMAROPA REGION,PALAWAN,BROOKE'S POINT,PH1705306000,PH175306000,"18,422"
MIMAROPA REGION,PALAWAN,BUSUANGA,PH1705307000,PH175307000,"6,281"
MIMAROPA REGION,PALAWAN,CAGAYANCILLO,PH1705308000,PH175308000,"1,242"
MIMAROPA REGION,PALAWAN,CORON,PH1705309000,PH175309000,"16,030"
MIMAROPA REGION,PALAWAN,CUYO,PH1705310000,PH175310000,"5,469"
MIMAROPA REGION,PALAWAN,DUMARAN,PH1705311000,PH175311000,"5,711"
MIMAROPA REGION,PALAWAN,EL NIDO (BACUIT),PH1705312000,PH175312000,"12,594"
MIMAROPA REGION,PALAWAN,LINAPACAN,PH1705313000,PH175313000,"3,828"
MIMAROPA REGION,PALAWAN,MAGSAYSAY,PH1705314000,PH175314000,"2,965"
MIMAROPA REGION,PALAWAN,NARRA,PH1705315000,PH175315000,"19,334"
MIMAROPA REGION,PALAWAN,QUEZON,PH1705317000,PH175317000,"16,099"
MIMAROPA REGION,PALAWAN,ROXAS,PH1705318000,PH175318000,"17,141"
MIMAROPA REGION,PALAWAN,SAN VICENTE,PH1705319000,PH175319000,"8,292"
MIMAROPA REGION,PALAWAN,TAYTAY,PH1705320000,PH175320000,"19,360"
MIMAROPA REGION,PALAWAN,KALAYAAN,PH1705321000,PH175321000,34
MIMAROPA REGION,PALAWAN,CULION,PH1705322000,PH175322000,"5,626"
MIMAROPA REGION,PALAWAN,RIZAL (MARCOS),PH1705323000,PH175323000,"13,944"
MIMAROPA REGION,PALAWAN,SOFRONIO ESPAÑOLA,PH1705324000,PH175324000,"9,875"
MIMAROPA REGION,PALAWAN,CITY OF PUERTO PRINCESA (Capital),PH1731500000,PH175316000,"80,050"
MIMAROPA REGION,ROMBLON,ALCANTARA,PH1705901000,PH175901000,"4,142"
MIMAROPA REGION,ROMBLON,BANTON,PH1705902000,PH175902000,"1,494"
MIMAROPA REGION,ROMBLON,CAJIDIOCAN,PH1705903000,PH175903000,"5,461"
MIMAROPA REGION,ROMBLON,CALATRAVA,PH1705904000,PH175904000,"2,654"
MIMAROPA REGION,ROMBLON,CONCEPCION,PH1705905000,PH175905000,"1,053"
MIMAROPA REGION,ROMBLON,CORCUERA,PH1705906000,PH175906000,"2,505"
MIMAROPA REGION,ROMBLON,LOOC,PH1705907000,PH175907000,"5,599"
MIMAROPA REGION,ROMBLON,MAGDIWANG,PH1705908000,PH175908000,"3,529"
MIMAROPA REGION,ROMBLON,ODIONGAN,PH1705909000,PH175909000,"12,686"
MIMAROPA REGION,ROMBLON,ROMBLON (Capital),PH1705910000,PH175910000,"10,177"
MIMAROPA REGION,ROMBLON,SAN AGUSTIN,PH1705911000,PH175911000,"5,839"
MIMAROPA REGION,ROMBLON,SAN ANDRES,PH1705912000,PH175912000,"4,057"
MIMAROPA REGION,ROMBLON,SAN FERNANDO,PH1705913000,PH175913000,"5,510"
MIMAROPA REGION,ROMBLON,SAN JOSE,PH1705914000,PH175914000,"2,682"
MIMAROPA REGION,ROMBLON,SANTA FE,PH1705915000,PH175915000,"4,338"
MIMAROPA REGION,ROMBLON,FERROL,PH1705916000,PH175916000,"1,982"
MIMAROPA REGION,ROMBLON,SANTA MARIA (IMELDA),PH1705917000,PH175917000,"2,187"
REGION V (BICOL REGION),ALBAY,BACACAY,PH0500501000,PH050501000,"16,282"
REGION V (BICOL REGION),ALBAY,CAMALIG,PH0500502000,PH050502000,"16,580"
REGION V (BICOL REGION),ALBAY,DARAGA (LOCSIN),PH0500503000,PH050503000,"30,276"
REGION V (BICOL REGION),ALBAY,GUINOBATAN,PH0500504000,PH050504000,"19,670"
REGION V (BICOL REGION),ALBAY,JOVELLAR,PH0500505000,PH050505000,"4,139"
REGION V (BICOL REGION),ALBAY,CITY OF LEGAZPI (Capital),PH0500506000,PH050506000,"45,466"
REGION V (BICOL REGION),ALBAY,LIBON,PH0500507000,PH050507000,"16,660"
REGION V (BICOL REGION),ALBAY,CITY OF LIGAO,PH0500508000,PH050508000,"25,692"
REGION V (BICOL REGION),ALBAY,MALILIPOT,PH0500509000,PH050509000,"9,101"
REGION V (BICOL REGION),ALBAY,MALINAO,PH0500510000,PH050510000,"10,862"
REGION V (BICOL REGION),ALBAY,MANITO,PH0500511000,PH050511000,"5,905"
REGION V (BICOL REGION),ALBAY,OAS,PH0500512000,PH050512000,"14,903"
REGION V (BICOL REGION),ALBAY,PIO DURAN,PH0500513000,PH050513000,"10,588"
REGION V (BICOL REGION),ALBAY,POLANGUI,PH0500514000,PH050514000,"19,892"
REGION V (BICOL REGION),ALBAY,RAPU-RAPU,PH0500515000,PH050515000,"7,889"
REGION V (BICOL REGION),ALBAY,SANTO DOMINGO (LIBOG),PH0500516000,PH050516000,"8,643"
REGION V (BICOL REGION),ALBAY,CITY OF TABACO,PH0500517000,PH050517000,"30,259"
REGION V (BICOL REGION),ALBAY,TIWI,PH0500518000,PH050518000,"12,555"
REGION V (BICOL REGION),CAMARINES NORTE,BASUD,PH0501601000,PH051601000,"10,369"
REGION V (BICOL REGION),CAMARINES NORTE,CAPALONGA,PH0501602000,PH051602000,"8,240"
REGION V (BICOL REGION),CAMARINES NORTE,DAET (Capital),PH0501603000,PH051603000,"24,922"
REGION V (BICOL REGION),CAMARINES NORTE,SAN LORENZO RUIZ (IMELDA),PH0501604000,PH051604000,"3,598"
REGION V (BICOL REGION),CAMARINES NORTE,JOSE PANGANIBAN,PH0501605000,PH051605000,"14,161"
REGION V (BICOL REGION),CAMARINES NORTE,LABO,PH0501606000,PH051606000,"24,886"
REGION V (BICOL REGION),CAMARINES NORTE,MERCEDES,PH0501607000,PH051607000,"12,238"
REGION V (BICOL REGION),CAMARINES NORTE,PARACALE,PH0501608000,PH051608000,"13,445"
REGION V (BICOL REGION),CAMARINES NORTE,SAN VICENTE,PH0501609000,PH051609000,"2,839"
REGION V (BICOL REGION),CAMARINES NORTE,SANTA ELENA,PH0501610000,PH051610000,"10,075"
REGION V (BICOL REGION),CAMARINES NORTE,TALISAY,PH0501611000,PH051611000,"6,331"
REGION V (BICOL REGION),CAMARINES NORTE,VINZONS,PH0501612000,PH051612000,"10,990"
REGION V (BICOL REGION),CAMARINES SUR,BAAO,PH0501701000,PH051701000,"12,784"
REGION V (BICOL REGION),CAMARINES SUR,BALATAN,PH0501702000,PH051702000,"6,371"
REGION V (BICOL REGION),CAMARINES SUR,BATO,PH0501703000,PH051703000,"10,525"
REGION V (BICOL REGION),CAMARINES SUR,BOMBON,PH0501704000,PH051704000,"3,941"
REGION V (BICOL REGION),CAMARINES SUR,BUHI,PH0501705000,PH051705000,"17,974"
REGION V (BICOL REGION),CAMARINES SUR,BULA,PH0501706000,PH051706000,"15,076"
REGION V (BICOL REGION),CAMARINES SUR,CABUSAO,PH0501707000,PH051707000,"4,312"
REGION V (BICOL REGION),CAMARINES SUR,CALABANGA,PH0501708000,PH051708000,"19,238"
REGION V (BICOL REGION),CAMARINES SUR,CAMALIGAN,PH0501709000,PH051709000,"5,141"
REGION V (BICOL REGION),CAMARINES SUR,CANAMAN,PH0501710000,PH051710000,"8,032"
REGION V (BICOL REGION),CAMARINES SUR,CARAMOAN,PH0501711000,PH051711000,"11,529"
REGION V (BICOL REGION),CAMARINES SUR,DEL GALLEGO,PH0501712000,PH051712000,"6,038"
REGION V (BICOL REGION),CAMARINES SUR,GAINZA,PH0501713000,PH051713000,"2,446"
REGION V (BICOL REGION),CAMARINES SUR,GARCHITORENA,PH0501714000,PH051714000,"5,947"
REGION V (BICOL REGION),CAMARINES SUR,GOA,PH0501715000,PH051715000,"15,540"
REGION V (BICOL REGION),CAMARINES SUR,CITY OF IRIGA,PH0501716000,PH051716000,"24,396"
REGION V (BICOL REGION),CAMARINES SUR,LAGONOY,PH0501717000,PH051717000,"12,117"
REGION V (BICOL REGION),CAMARINES SUR,LIBMANAN,PH0501718000,PH051718000,"25,441"
REGION V (BICOL REGION),CAMARINES SUR,LUPI,PH0501719000,PH051719000,"7,871"
REGION V (BICOL REGION),CAMARINES SUR,MAGARAO,PH0501720000,PH051720000,"5,765"
REGION V (BICOL REGION),CAMARINES SUR,MILAOR,PH0501721000,PH051721000,"7,039"
REGION V (BICOL REGION),CAMARINES SUR,MINALABAC,PH0501722000,PH051722000,"11,541"
REGION V (BICOL REGION),CAMARINES SUR,NABUA,PH0501723000,PH051723000,"17,963"
REGION V (BICOL REGION),CAMARINES SUR,CITY OF NAGA,PH0501724000,PH051724000,"44,249"
REGION V (BICOL REGION),CAMARINES SUR,OCAMPO,PH0501725000,PH051725000,"10,813"
REGION V (BICOL REGION),CAMARINES SUR,PAMPLONA,PH0501726000,PH051726000,"8,563"
REGION V (BICOL REGION),CAMARINES SUR,PASACAO,PH0501727000,PH051727000,"11,332"
REGION V (BICOL REGION),CAMARINES SUR,PILI (Capital),PH0501728000,PH051728000,"20,883"
REGION V (BICOL REGION),CAMARINES SUR,PRESENTACION (PARUBCAN),PH0501729000,PH051729000,"4,678"
REGION V (BICOL REGION),CAMARINES SUR,RAGAY,PH0501730000,PH051730000,"13,908"
REGION V (BICOL REGION),CAMARINES SUR,SAGÑAY,PH0501731000,PH051731000,"8,190"
REGION V (BICOL REGION),CAMARINES SUR,SAN FERNANDO,PH0501732000,PH051732000,"8,270"
REGION V (BICOL REGION),CAMARINES SUR,SAN JOSE,PH0501733000,PH051733000,"9,682"
REGION V (BICOL REGION),CAMARINES SUR,SIPOCOT,PH0501734000,PH051734000,"15,449"
REGION V (BICOL REGION),CAMARINES SUR,SIRUMA,PH0501735000,PH051735000,"4,260"
REGION V (BICOL REGION),CAMARINES SUR,TIGAON,PH0501736000,PH051736000,"12,951"
REGION V (BICOL REGION),CAMARINES SUR,TINAMBAC,PH0501737000,PH051737000,"14,895"
REGION V (BICOL REGION),CATANDUANES,BAGAMANOC,PH0502001000,PH052001000,"2,595"
REGION V (BICOL REGION),CATANDUANES,BARAS,PH0502002000,PH052002000,"3,188"
REGION V (BICOL REGION),CATANDUANES,BATO,PH0502003000,PH052003000,"4,986"
REGION V (BICOL REGION),CATANDUANES,CARAMORAN,PH0502004000,PH052004000,"6,554"
REGION V (BICOL REGION),CATANDUANES,GIGMOTO,PH0502005000,PH052005000,"1,949"
REGION V (BICOL REGION),CATANDUANES,PANDAN,PH0502006000,PH052006000,"4,646"
REGION V (BICOL REGION),CATANDUANES,PANGANIBAN (PAYO),PH0502007000,PH052007000,"2,161"
REGION V (BICOL REGION),CATANDUANES,SAN ANDRES (CALOLBON),PH0502008000,PH052008000,"8,777"
REGION V (BICOL REGION),CATANDUANES,SAN MIGUEL,PH0502009000,PH052009000,"3,366"
REGION V (BICOL REGION),CATANDUANES,VIGA,PH0502010000,PH052010000,"4,876"
REGION V (BICOL REGION),CATANDUANES,VIRAC (Capital),PH0502011000,PH052011000,"16,717"
REGION V (BICOL REGION),MASBATE,AROROY,PH0504101000,PH054101000,"18,430"
REGION V (BICOL REGION),MASBATE,BALENO,PH0504102000,PH054102000,"6,418"
REGION V (BICOL REGION),MASBATE,BALUD,PH0504103000,PH054103000,"8,982"
REGION V (BICOL REGION),MASBATE,BATUAN,PH0504104000,PH054104000,"3,577"
REGION V (BICOL REGION),MASBATE,CATAINGAN,PH0504105000,PH054105000,"11,944"
REGION V (BICOL REGION),MASBATE,CAWAYAN,PH0504106000,PH054106000,"16,093"
REGION V (BICOL REGION),MASBATE,CLAVERIA,PH0504107000,PH054107000,"9,635"
REGION V (BICOL REGION),MASBATE,DIMASALANG,PH0504108000,PH054108000,"5,703"
REGION V (BICOL REGION),MASBATE,ESPERANZA,PH0504109000,PH054109000,"4,267"
REGION V (BICOL REGION),MASBATE,MANDAON,PH0504110000,PH054110000,"9,774"
REGION V (BICOL REGION),MASBATE,CITY OF MASBATE (Capital),PH0504111000,PH054111000,"22,051"
REGION V (BICOL REGION),MASBATE,MILAGROS,PH0504112000,PH054112000,"12,320"
REGION V (BICOL REGION),MASBATE,MOBO,PH0504113000,PH054113000,"8,642"
REGION V (BICOL REGION),MASBATE,MONREAL,PH0504114000,PH054114000,"5,474"
REGION V (BICOL REGION),MASBATE,PALANAS,PH0504115000,PH054115000,"6,466"
REGION V (BICOL REGION),MASBATE,PIO V. CORPUZ (LIMBUHAN),PH0504116000,PH054116000,"5,937"
REGION V (BICOL REGION),MASBATE,PLACER,PH0504117000,PH054117000,"13,051"
REGION V (BICOL REGION),MASBATE,SAN FERNANDO,PH0504118000,PH054118000,"5,502"
REGION V (BICOL REGION),MASBATE,SAN JACINTO,PH0504119000,PH054119000,"7,467"
REGION V (BICOL REGION),MASBATE,SAN PASCUAL,PH0504120000,PH054120000,"10,046"
REGION V (BICOL REGION),MASBATE,USON,PH0504121000,PH054121000,"12,889"
REGION V (BICOL REGION),SORSOGON,BARCELONA,PH0506202000,PH056202000,"5,234"
REGION V (BICOL REGION),SORSOGON,BULAN,PH0506203000,PH056203000,"22,781"
REGION V (BICOL REGION),SORSOGON,BULUSAN,PH0506204000,PH056204000,"5,714"
REGION V (BICOL REGION),SORSOGON,CASIGURAN,PH0506205000,PH056205000,"8,158"
REGION V (BICOL REGION),SORSOGON,CASTILLA,PH0506206000,PH056206000,"13,947"
REGION V (BICOL REGION),SORSOGON,DONSOL,PH0506207000,PH056207000,"11,167"
REGION V (BICOL REGION),SORSOGON,GUBAT,PH0506208000,PH056208000,"14,514"
REGION V (BICOL REGION),SORSOGON,IROSIN,PH0506209000,PH056209000,"12,617"
REGION V (BICOL REGION),SORSOGON,JUBAN,PH0506210000,PH056210000,"7,673"
REGION V (BICOL REGION),SORSOGON,MAGALLANES,PH0506211000,PH056211000,"8,261"
REGION V (BICOL REGION),SORSOGON,MATNOG,PH0506212000,PH056212000,"9,390"
REGION V (BICOL REGION),SORSOGON,PILAR,PH0506213000,PH056213000,"16,500"
REGION V (BICOL REGION),SORSOGON,PRIETO DIAZ,PH0506214000,PH056214000,"5,299"
REGION V (BICOL REGION),SORSOGON,SANTA MAGDALENA,PH0506215000,PH056215000,"3,912"
REGION V (BICOL REGION),SORSOGON,CITY OF SORSOGON (Capital),PH0506216000,PH056216000,"40,322"
REGION VI (WESTERN VISAYAS),AKLAN,ALTAVAS,PH0600401000,PH060401000,"6,480"
REGION VI (WESTERN VISAYAS),AKLAN,BALETE,PH0600402000,PH060402000,"7,355"
REGION VI (WESTERN VISAYAS),AKLAN,BANGA,PH0600403000,PH060403000,"9,925"
REGION VI (WESTERN VISAYAS),AKLAN,BATAN,PH0600404000,PH060404000,"8,407"
REGION VI (WESTERN VISAYAS),AKLAN,BURUANGA,PH0600405000,PH060405000,"4,797"
REGION VI (WESTERN VISAYAS),AKLAN,IBAJAY,PH0600406000,PH060406000,"12,300"
REGION VI (WESTERN VISAYAS),AKLAN,KALIBO (Capital),PH0600407000,PH060407000,"20,236"
REGION VI (WESTERN VISAYAS),AKLAN,LEZO,PH0600408000,PH060408000,"3,894"
REGION VI (WESTERN VISAYAS),AKLAN,LIBACAO,PH0600409000,PH060409000,"6,909"
REGION VI (WESTERN VISAYAS),AKLAN,MADALAG,PH0600410000,PH060410000,"4,623"
REGION VI (WESTERN VISAYAS),AKLAN,MAKATO,PH0600411000,PH060411000,"7,301"
REGION VI (WESTERN VISAYAS),AKLAN,MALAY,PH0600412000,PH060412000,"14,645"
REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,PH0600413000,PH060413000,"6,076"
REGION VI (WESTERN VISAYAS),AKLAN,NABAS,PH0600414000,PH060414000,"9,062"
REGION VI (WESTERN VISAYAS),AKLAN,NEW WASHINGTON,PH0600415000,PH060415000,"11,697"
REGION VI (WESTERN VISAYAS),AKLAN,NUMANCIA,PH0600416000,PH060416000,"8,472"
REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,PH0600417000,PH060417000,"5,711"
REGION VI (WESTERN VISAYAS),ANTIQUE,ANINI-Y,PH0600601000,PH060601000,"5,375"
REGION VI (WESTERN VISAYAS),ANTIQUE,BARBAZA,PH0600602000,PH060602000,"6,003"
REGION VI (WESTERN VISAYAS),ANTIQUE,BELISON,PH0600603000,PH060603000,"3,344"
REGION VI (WESTERN VISAYAS),ANTIQUE,BUGASONG,PH0600604000,PH060604000,"8,140"
REGION VI (WESTERN VISAYAS),ANTIQUE,CALUYA,PH0600605000,PH060605000,"9,035"
REGION VI (WESTERN VISAYAS),ANTIQUE,CULASI,PH0600606000,PH060606000,"10,986"
REGION VI (WESTERN VISAYAS),ANTIQUE,TOBIAS FORNIER (DAO),PH0600607000,PH060607000,"7,991"
REGION VI (WESTERN VISAYAS),ANTIQUE,HAMTIC,PH0600608000,PH060608000,"12,288"
REGION VI (WESTERN VISAYAS),ANTIQUE,LAUA-AN,PH0600609000,PH060609000,"6,638"
REGION VI (WESTERN VISAYAS),ANTIQUE,LIBERTAD,PH0600610000,PH060610000,"4,406"
REGION VI (WESTERN VISAYAS),ANTIQUE,PANDAN,PH0600611000,PH060611000,"8,849"
REGION VI (WESTERN VISAYAS),ANTIQUE,PATNONGON,PH0600612000,PH060612000,"9,743"
REGION VI (WESTERN VISAYAS),ANTIQUE,SAN JOSE (Capital),PH0600613000,PH060613000,"14,621"
REGION VI (WESTERN VISAYAS),ANTIQUE,SAN REMIGIO,PH0600614000,PH060614000,"7,910"
REGION VI (WESTERN VISAYAS),ANTIQUE,SEBASTE,PH0600615000,PH060615000,"4,538"
REGION VI (WESTERN VISAYAS),ANTIQUE,SIBALOM,PH0600616000,PH060616000,"14,992"
REGION VI (WESTERN VISAYAS),ANTIQUE,TIBIAO,PH0600617000,PH060617000,"6,834"
REGION VI (WESTERN VISAYAS),ANTIQUE,VALDERRAMA,PH0600618000,PH060618000,"4,677"
REGION VI (WESTERN VISAYAS),CAPIZ,CUARTERO,PH0601901000,PH061901000,"7,035"
REGION VI (WESTERN VISAYAS),CAPIZ,DAO,PH0601902000,PH061902000,"8,272"
REGION VI (WESTERN VISAYAS),CAPIZ,DUMALAG,PH0601903000,PH061903000,"7,290"
REGION VI (WESTERN VISAYAS),CAPIZ,DUMARAO,PH0601904000,PH061904000,"12,649"
REGION VI (WESTERN VISAYAS),CAPIZ,IVISAN,PH0601905000,PH061905000,"7,644"
REGION VI (WESTERN VISAYAS),CAPIZ,JAMINDAN,PH0601906000,PH061906000,"9,739"
REGION VI (WESTERN VISAYAS),CAPIZ,MA-AYON,PH0601907000,PH061907000,"10,661"
