Region,Province,Mun,Mun_Code_New,Mun_Code_Old,Total Occupied Housing Units
NATIONAL CAPITAL REGION (NCR),"NCR, City of Manila, First District (Not a Province)",CITY OF MANILA,PH1380600000,PH133900000,"447,791"
NATIONAL CAPITAL REGION (NCR),"NCR, Second District (Not a Province)",CITY OF MANDALUYONG,PH1380500000,PH137401000,"108,859"
NATIONAL CAPITAL REGION (NCR),"NCR, Second District (Not a Province)",CITY OF MARIKINA,PH1380700000,PH137402000,"97,768"
NATIONAL CAPITAL REGION (NCR),"NCR, Second District (Not a Province)",CITY OF PASIG,PH1381200000,PH137403000,"196,744"
NATIONAL CAPITAL REGION (NCR),"NCR, Second District (Not a Province)",QUEZON CITY,PH1381300000,PH137404000,"697,332"
NATIONAL CAPITAL REGION (NCR),"NCR, Second District (Not a Province)",CITY OF SAN JUAN,PH1381400000,PH137405000,"29,503"
NATIONAL CAPITAL REGION (NCR),"NCR, Third District (Not a Province)",CITY OF CALOOCAN,PH1380100000,PH137501000,"379,922"
NATIONAL CAPITAL REGION (NCR),"NCR, Third District (Not a Province)",CITY OF MALABON,PH1380400000,PH137502000,"88,079"
NATIONAL CAPITAL REGION (NCR),"NCR, Third District (Not a Province)",CITY OF NAVOTAS,PH1380900000,PH137503000,"55,476"
NATIONAL CAPITAL REGION (NCR),"NCR, Third District (Not a Province)",CITY OF VALENZUELA,PH1381600000,PH137504000,"177,749"
NATIONAL CAPITAL REGION (NCR),"NCR, Fourth District (Not a Province)",CITY OF LAS PIÑAS,PH1380200000,PH137601000,"142,990"
NATIONAL CAPITAL REGION (NCR),"NCR, Fourth District (Not a Province)",CITY OF MAKATI,PH1380300000,PH137602000,"180,256"
NATIONAL CAPITAL REGION (NCR),"NCR, Fourth District (Not a Province)",CITY OF MUNTINLUPA,PH1380800000,PH137603000,"126,655"
NATIONAL CAPITAL REGION (NCR),"NCR, Fourth District (Not a Province)",CITY OF PARAÑAQUE,PH1381000000,PH137604000,"170,674"
NATIONAL CAPITAL REGION (NCR),"NCR, Fourth District (Not a Province)",PASAY CITY,PH1381100000,PH137605000,"114,778"
NATIONAL CAPITAL REGION (NCR),"NCR, Fourth District (Not a Province)",PATEROS,PH1381701000,PH137606000,"14,103"
NATIONAL CAPITAL REGION (NCR),"NCR, Fourth District (Not a Province)",CITY OF TAGUIG,PH1381500000,PH137607000,"228,341"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,BANGUED (Capital),PH1400101000,PH140101000,"11,607"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,BOLINEY,PH1400102000,PH140102000,871
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,BUCAY,PH1400103000,PH140103000,"4,261"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,BUCLOC,PH1400104000,PH140104000,480
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,DAGUIOMAN,PH1400105000,PH140105000,410
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,DANGLAS,PH1400106000,PH140106000,925
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,DOLORES,PH1400107000,PH140107000,"2,779"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,LA PAZ,PH1400108000,PH140108000,"3,893"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,LACUB,PH1400109000,PH140109000,675
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,LAGANGILANG,PH1400110000,PH140110000,"3,317"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,LAGAYAN,PH1400111000,PH140111000,"1,042"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,LANGIDEN,PH1400112000,PH140112000,798
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,LICUAN-BAAY (LICUAN),PH1400113000,PH140113000,987
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,LUBA,PH1400114000,PH140114000,"1,459"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,MALIBCONG,PH1400115000,PH140115000,819
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,MANABO,PH1400116000,PH140116000,"2,660"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,PEÑARRUBIA,PH1400117000,PH140117000,"1,583"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,PIDIGAN,PH1400118000,PH140118000,"2,861"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,PILAR,PH1400119000,PH140119000,"2,444"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,SALLAPADAN,PH1400120000,PH140120000,"1,446"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,SAN ISIDRO,PH1400121000,PH140121000,"1,178"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,SAN JUAN,PH1400122000,PH140122000,"2,430"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,SAN QUINTIN,PH1400123000,PH140123000,"1,399"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,TAYUM,PH1400124000,PH140124000,"3,387"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,TINEG,PH1400125000,PH140125000,866
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,TUBO,PH1400126000,PH140126000,"1,028"
CORDILLERA ADMINISTRATIVE REGION (CAR),ABRA,VILLAVICIOSA,PH1400127000,PH140127000,"1,323"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,ATOK,PH1401101000,PH141101000,"4,724"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAKUN,PH1401103000,PH141103000,"3,451"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BOKOD,PH1401104000,PH141104000,"3,425"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BUGUIAS,PH1401105000,PH141105000,"11,748"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,ITOGON,PH1401106000,PH141106000,"15,052"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,KABAYAN,PH1401107000,PH141107000,"3,720"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,KAPANGAN,PH1401108000,PH141108000,"4,607"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,KIBUNGAN,PH1401109000,PH141109000,"4,125"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,LA TRINIDAD (Capital),PH1401110000,PH141110000,"36,422"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,MANKAYAN,PH1401111000,PH141111000,"9,248"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,SABLAN,PH1401112000,PH141112000,"2,807"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,TUBA,PH1401113000,PH141113000,"11,917"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,TUBLAY,PH1401114000,PH141114000,"4,470"
CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,CITY OF BAGUIO,PH1430300000,PH141102000,"97,948"
CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,BANAUE,PH1402701000,PH142701000,"4,291"
CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,HUNGDUAN,PH1402702000,PH142702000,"1,983"
CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,KIANGAN,PH1402703000,PH142703000,"3,953"
CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,LAGAWE (Capital),PH1402704000,PH142704000,"4,408"
CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,LAMUT,PH1402705000,PH142705000,"6,213"
CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,MAYOYAO,PH1402706000,PH142706000,"3,914"
CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,ALFONSO LISTA (POTIA),PH1402707000,PH142707000,"8,116"
CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,AGUINALDO,PH1402708000,PH142708000,"5,570"
CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,HINGYON,PH1402709000,PH142709000,"2,346"
CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,TINOC,PH1402710000,PH142710000,"4,258"
CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,ASIPULO,PH1402711000,PH142711000,"3,327"
CORDILLERA ADMINISTRATIVE REGION (CAR),KALINGA,BALBALAN,PH1403201000,PH143201000,"2,511"
CORDILLERA ADMINISTRATIVE REGION (CAR),KALINGA,LUBUAGAN,PH1403206000,PH143206000,"1,978"
CORDILLERA ADMINISTRATIVE REGION (CAR),KALINGA,PASIL,PH1403208000,PH143208000,"2,064"
CORDILLERA ADMINISTRATIVE REGION (CAR),KALINGA,PINUKPUK,PH1403209000,PH143209000,"7,251"
CORDILLERA ADMINISTRATIVE REGION (CAR),KALINGA,RIZAL (LIWAN),PH1403211000,PH143211000,"4,457"
CORDILLERA ADMINISTRATIVE REGION (CAR),KALINGA,CITY OF TABUK (Capital),PH1403213000,PH143213000,"25,501"
CORDILLERA ADMINISTRATIVE REGION (CAR),KALINGA,TANUDAN,PH1403214000,PH143214000,"1,563"
CORDILLERA ADMINISTRATIVE REGION (CAR),KALINGA,TINGLAYAN,PH1403215000,PH143215000,"2,453"
CORDILLERA ADMINISTRATIVE REGION (CAR),MOUNTAIN PROVINCE,BARLIG,PH1404401000,PH144401000,"1,278"
CORDILLERA ADMINISTRATIVE REGION (CAR),MOUNTAIN PROVINCE,BAUKO,PH1404402000,PH144402000,"7,360"
CORDILLERA ADMINISTRATIVE REGION (CAR),MOUNTAIN PROVINCE,BESAO,PH1404403000,PH144403000,"1,737"
CORDILLERA ADMINISTRATIVE REGION (CAR),MOUNTAIN PROVINCE,BONTOC (Capital),PH1404404000,PH144404000,"6,405"
CORDILLERA ADMINISTRATIVE REGION (CAR),MOUNTAIN PROVINCE,NATONIN,PH1404405000,PH144405000,"2,275"
CORDILLERA ADMINISTRATIVE REGION (CAR),MOUNTAIN PROVINCE,PARACELIS,PH1404406000,PH144406000,"7,153"
CORDILLERA ADMINISTRATIVE REGION (CAR),MOUNTAIN PROVINCE,SABANGAN,PH1404407000,PH144407000,"2,303"
CORDILLERA ADMINISTRATIVE REGION (CAR),MOUNTAIN PROVINCE,SADANGA,PH1404408000,PH144408000,"1,747"
CORDILLERA ADMINISTRATIVE REGION (CAR),MOUNTAIN PROVINCE,SAGADA,PH1404409000,PH144409000,"2,798"
CORDILLERA ADMINISTRATIVE REGION (CAR),MOUNTAIN PROVINCE,TADIAN,PH1404410000,PH144410000,"4,478"
CORDILLERA ADMINISTRATIVE REGION (CAR),APAYAO,CALANASAN (BAYAG),PH1408101000,PH148101000,"2,607"
CORDILLERA ADMINISTRATIVE REGION (CAR),APAYAO,CONNER,PH1408102000,PH148102000,"6,134"
CORDILLERA ADMINISTRATIVE REGION (CAR),APAYAO,FLORA,PH1408103000,PH148103000,"4,397"
CORDILLERA ADMINISTRATIVE REGION (CAR),APAYAO,KABUGAO (Capital),PH1408104000,PH148104000,"3,494"
CORDILLERA ADMINISTRATIVE REGION (CAR),APAYAO,LUNA,PH1408105000,PH148105000,"4,880"
CORDILLERA ADMINISTRATIVE REGION (CAR),APAYAO,PUDTOL,PH1408106000,PH148106000,"3,553"
CORDILLERA ADMINISTRATIVE REGION (CAR),APAYAO,SANTA MARCELA,PH1408107000,PH148107000,"3,320"
REGION I (ILOCOS REGION),ILOCOS NORTE,ADAMS,PH0102801000,PH012801000,516
REGION I (ILOCOS REGION),ILOCOS NORTE,BACARRA,PH0102802000,PH012802000,"8,129"
REGION I (ILOCOS REGION),ILOCOS NORTE,BADOC,PH0102803000,PH012803000,"7,617"
REGION I (ILOCOS REGION),ILOCOS NORTE,BANGUI,PH0102804000,PH012804000,"3,714"
REGION I (ILOCOS REGION),ILOCOS NORTE,CITY OF BATAC,PH0102805000,PH012805000,"13,003"
REGION I (ILOCOS REGION),ILOCOS NORTE,BURGOS,PH0102806000,PH012806000,"2,601"
REGION I (ILOCOS REGION),ILOCOS NORTE,CARASI,PH0102807000,PH012807000,337
REGION I (ILOCOS REGION),ILOCOS NORTE,CURRIMAO,PH0102808000,PH012808000,"2,872"
REGION I (ILOCOS REGION),ILOCOS NORTE,DINGRAS,PH0102809000,PH012809000,"9,140"
REGION I (ILOCOS REGION),ILOCOS NORTE,DUMALNEG,PH0102810000,PH012810000,652
REGION I (ILOCOS REGION),ILOCOS NORTE,BANNA (ESPIRITU),PH0102811000,PH012811000,"4,536"
REGION I (ILOCOS REGION),ILOCOS NORTE,CITY OF LAOAG (Capital),PH0102812000,PH012812000,"25,366"
REGION I (ILOCOS REGION),ILOCOS NORTE,MARCOS,PH0102813000,PH012813000,"4,231"
REGION I (ILOCOS REGION),ILOCOS NORTE,NUEVA ERA,PH0102814000,PH012814000,"2,391"
REGION I (ILOCOS REGION),ILOCOS NORTE,PAGUDPUD,PH0102815000,PH012815000,"6,065"
REGION I (ILOCOS REGION),ILOCOS NORTE,PAOAY,PH0102816000,PH012816000,"5,885"
REGION I (ILOCOS REGION),ILOCOS NORTE,PASUQUIN,PH0102817000,PH012817000,"7,052"
REGION I (ILOCOS REGION),ILOCOS NORTE,PIDDIG,PH0102818000,PH012818000,"5,250"
REGION I (ILOCOS REGION),ILOCOS NORTE,PINILI,PH0102819000,PH012819000,"4,236"
REGION I (ILOCOS REGION),ILOCOS NORTE,SAN NICOLAS,PH0102820000,PH012820000,"8,537"
REGION I (ILOCOS REGION),ILOCOS NORTE,SARRAT,PH0102821000,PH012821000,"5,986"
REGION I (ILOCOS REGION),ILOCOS NORTE,SOLSONA,PH0102822000,PH012822000,"5,633"
REGION I (ILOCOS REGION),ILOCOS NORTE,VINTAR,PH0102823000,PH012823000,"7,982"
REGION I (ILOCOS REGION),ILOCOS NORTE,VINTAR,PH0102823000,PH012823000,"164,711"
REGION I (ILOCOS REGION),ILOCOS SUR,ALILEM,PH0102901000,PH012901000,"1,643"
REGION I (ILOCOS REGION),ILOCOS SUR,BANAYOYO,PH0102902000,PH012902000,"1,893"
REGION I (ILOCOS REGION),ILOCOS SUR,BANTAY,PH0102903000,PH012903000,"8,636"
REGION I (ILOCOS REGION),ILOCOS SUR,BURGOS,PH0102904000,PH012904000,"3,070"
REGION I (ILOCOS REGION),ILOCOS SUR,CABUGAO,PH0102905000,PH012905000,"8,650"
REGION I (ILOCOS REGION),ILOCOS SUR,CITY OF CANDON,PH0102906000,PH012906000,"14,447"
REGION I (ILOCOS REGION),ILOCOS SUR,CAOAYAN,PH0102907000,PH012907000,"4,583"
REGION I (ILOCOS REGION),ILOCOS SUR,CERVANTES,PH0102908000,PH012908000,"4,346"
REGION I (ILOCOS REGION),ILOCOS SUR,GALIMUYOD,PH0102909000,PH012909000,"2,447"
REGION I (ILOCOS REGION),ILOCOS SUR,GREGORIO DEL PILAR (CONCEPCION),PH0102910000,PH012910000,951
REGION I (ILOCOS REGION),ILOCOS SUR,LIDLIDDA,PH0102911000,PH012911000,"1,068"
REGION I (ILOCOS REGION),ILOCOS SUR,MAGSINGAL,PH0102912000,PH012912000,"7,591"
REGION I (ILOCOS REGION),ILOCOS SUR,NAGBUKEL,PH0102913000,PH012913000,"1,320"
REGION I (ILOCOS REGION),ILOCOS SUR,NARVACAN,PH0102914000,PH012914000,"10,470"
REGION I (ILOCOS REGION),ILOCOS SUR,QUIRINO (ANGKAKI),PH0102915000,PH012915000,"2,103"
REGION I (ILOCOS REGION),ILOCOS SUR,SALCEDO (BAUGEN),PH0102916000,PH012916000,"2,790"
REGION I (ILOCOS REGION),ILOCOS SUR,SAN EMILIO,PH0102917000,PH012917000,"1,672"
REGION I (ILOCOS REGION),ILOCOS SUR,SAN ESTEBAN,PH0102918000,PH012918000,"2,024"
REGION I (ILOCOS REGION),ILOCOS SUR,SAN ILDEFONSO,PH0102919000,PH012919000,"1,940"
REGION I (ILOCOS REGION),ILOCOS SUR,SAN JUAN (LAPOG),PH0102920000,PH012920000,"6,519"
REGION I (ILOCOS REGION),ILOCOS SUR,SAN VICENTE,PH0102921000,PH012921000,"2,983"
REGION I (ILOCOS REGION),ILOCOS SUR,SANTA,PH0102922000,PH012922000,"3,587"
REGION I (ILOCOS REGION),ILOCOS SUR,SANTA CATALINA,PH0102923000,PH012923000,"3,140"
REGION I (ILOCOS REGION),ILOCOS SUR,SANTA CRUZ,PH0102924000,PH012924000,"9,729"
REGION I (ILOCOS REGION),ILOCOS SUR,SANTA LUCIA,PH0102925000,PH012925000,"6,264"
REGION I (ILOCOS REGION),ILOCOS SUR,SANTA MARIA,PH0102926000,PH012926000,"7,126"
REGION I (ILOCOS REGION),ILOCOS SUR,SANTIAGO,PH0102927000,PH012927000,"4,682"
REGION I (ILOCOS REGION),ILOCOS SUR,SANTO DOMINGO,PH0102928000,PH012928000,"7,054"
REGION I (ILOCOS REGION),ILOCOS SUR,SIGAY,PH0102929000,PH012929000,546
REGION I (ILOCOS REGION),ILOCOS SUR,SINAIT,PH0102930000,PH012930000,"6,645"
REGION I (ILOCOS REGION),ILOCOS SUR,SUGPON,PH0102931000,PH012931000,947
REGION I (ILOCOS REGION),ILOCOS SUR,SUYO,PH0102932000,PH012932000,"2,735"
REGION I (ILOCOS REGION),ILOCOS SUR,TAGUDIN,PH0102933000,PH012933000,"9,542"
REGION I (ILOCOS REGION),ILOCOS SUR,CITY OF VIGAN (Capital),PH0102934000,PH012934000,"11,568"
REGION I (ILOCOS REGION),LA UNION,AGOO,PH0103301000,PH013301000,"14,983"
REGION I (ILOCOS REGION),LA UNION,ARINGAY,PH0103302000,PH013302000,"11,817"
REGION I (ILOCOS REGION),LA UNION,BACNOTAN,PH0103303000,PH013303000,"11,194"
REGION I (ILOCOS REGION),LA UNION,BAGULIN,PH0103304000,PH013304000,"3,309"
REGION I (ILOCOS REGION),LA UNION,BALAOAN,PH0103305000,PH013305000,"9,595"
REGION I (ILOCOS REGION),LA UNION,BANGAR,PH0103306000,PH013306000,"8,640"
REGION I (ILOCOS REGION),LA UNION,BAUANG,PH0103307000,PH013307000,"18,542"
REGION I (ILOCOS REGION),LA UNION,BURGOS,PH0103308000,PH013308000,"2,089"
REGION I (ILOCOS REGION),LA UNION,CABA,PH0103309000,PH013309000,"5,653"
REGION I (ILOCOS REGION),LA UNION,LUNA,PH0103310000,PH013310000,"8,869"
REGION I (ILOCOS REGION),LA UNION,NAGUILIAN,PH0103311000,PH013311000,"12,496"
REGION I (ILOCOS REGION),LA UNION,PUGO,PH0103312000,PH013312000,"4,689"
REGION I (ILOCOS REGION),LA UNION,ROSARIO,PH0103313000,PH013313000,"13,619"
REGION I (ILOCOS REGION),LA UNION,CITY OF SAN FERNANDO (Capital),PH0103314000,PH013314000,"29,860"
REGION I (ILOCOS REGION),LA UNION,SAN GABRIEL,PH0103315000,PH013315000,"4,310"
REGION I (ILOCOS REGION),LA UNION,SAN JUAN,PH0103316000,PH013316000,"9,593"
REGION I (ILOCOS REGION),LA UNION,SANTO TOMAS,PH0103317000,PH013317000,"8,917"
REGION I (ILOCOS REGION),LA UNION,SANTOL,PH0103318000,PH013318000,"3,294"
REGION I (ILOCOS REGION),LA UNION,SUDIPEN,PH0103319000,PH013319000,"4,158"
REGION I (ILOCOS REGION),LA UNION,TUBAO,PH0103320000,PH013320000,"7,371"
REGION I (ILOCOS REGION),PANGASINAN,AGNO,PH0105501000,PH015501000,"7,323"
REGION I (ILOCOS REGION),PANGASINAN,AGUILAR,PH0105502000,PH015502000,"9,654"
REGION I (ILOCOS REGION),PANGASINAN,CITY OF ALAMINOS,PH0105503000,PH015503000,"24,352"
REGION I (ILOCOS REGION),PANGASINAN,ALCALA,PH0105504000,PH015504000,"11,271"
REGION I (ILOCOS REGION),PANGASINAN,ANDA,PH0105505000,PH015505000,"9,986"
REGION I (ILOCOS REGION),PANGASINAN,ASINGAN,PH0105506000,PH015506000,"14,581"
REGION I (ILOCOS REGION),PANGASINAN,BALUNGAO,PH0105507000,PH015507000,"7,398"
REGION I (ILOCOS REGION),PANGASINAN,BANI,PH0105508000,PH015508000,"13,344"
REGION I (ILOCOS REGION),PANGASINAN,BASISTA,PH0105509000,PH015509000,"7,858"
REGION I (ILOCOS REGION),PANGASINAN,BAUTISTA,PH0105510000,PH015510000,"7,742"
REGION I (ILOCOS REGION),PANGASINAN,BAYAMBANG,PH0105511000,PH015511000,"29,494"
REGION I (ILOCOS REGION),PANGASINAN,BINALONAN,PH0105512000,PH015512000,"13,817"
REGION I (ILOCOS REGION),PANGASINAN,BINMALEY,PH0105513000,PH015513000,"18,844"
REGION I (ILOCOS REGION),PANGASINAN,BOLINAO,PH0105514000,PH015514000,"19,749"
REGION I (ILOCOS REGION),PANGASINAN,BUGALLON,PH0105515000,PH015515000,"16,202"
REGION I (ILOCOS REGION),PANGASINAN,BURGOS,PH0105516000,PH015516000,"5,493"
REGION I (ILOCOS REGION),PANGASINAN,CALASIAO,PH0105517000,PH015517000,"22,665"
REGION I (ILOCOS REGION),PANGASINAN,CITY OF DAGUPAN,PH0105518000,PH015518000,"39,178"
REGION I (ILOCOS REGION),PANGASINAN,DASOL,PH0105519000,PH015519000,"7,525"
REGION I (ILOCOS REGION),PANGASINAN,INFANTA,PH0105520000,PH015520000,"6,382"
REGION I (ILOCOS REGION),PANGASINAN,LABRADOR,PH0105521000,PH015521000,"6,152"
REGION I (ILOCOS REGION),PANGASINAN,LINGAYEN (Capital),PH0105522000,PH015522000,"23,471"
REGION I (ILOCOS REGION),PANGASINAN,MABINI,PH0105523000,PH015523000,"6,564"
REGION I (ILOCOS REGION),PANGASINAN,MALASIQUI,PH0105524000,PH015524000,"32,711"
REGION I (ILOCOS REGION),PANGASINAN,MANAOAG,PH0105525000,PH015525000,"16,931"
REGION I (ILOCOS REGION),PANGASINAN,MANGALDAN,PH0105526000,PH015526000,"25,753"
REGION I (ILOCOS REGION),PANGASINAN,MANGATAREM,PH0105527000,PH015527000,"18,691"
REGION I (ILOCOS REGION),PANGASINAN,MAPANDAN,PH0105528000,PH015528000,"8,335"
REGION I (ILOCOS REGION),PANGASINAN,NATIVIDAD,PH0105529000,PH015529000,"6,546"
REGION I (ILOCOS REGION),PANGASINAN,POZORRUBIO,PH0105530000,PH015530000,"17,789"
REGION I (ILOCOS REGION),PANGASINAN,ROSALES,PH0105531000,PH015531000,"16,372"
REGION I (ILOCOS REGION),PANGASINAN,CITY OF SAN CARLOS,PH0105532000,PH015532000,"44,462"
REGION I (ILOCOS REGION),PANGASINAN,SAN FABIAN,PH0105533000,PH015533000,"20,829"
REGION I (ILOCOS REGION),PANGASINAN,SAN JACINTO,PH0105534000,PH015534000,"10,001"
REGION I (ILOCOS REGION),PANGASINAN,SAN MANUEL,PH0105535000,PH015535000,"12,283"
REGION I (ILOCOS REGION),PANGASINAN,SAN NICOLAS,PH0105536000,PH015536000,"9,515"
REGION I (ILOCOS REGION),PANGASINAN,SAN QUINTIN,PH0105537000,PH015537000,"8,146"
REGION I (ILOCOS REGION),PANGASINAN,SANTA BARBARA,PH0105538000,PH015538000,"20,887"
REGION I (ILOCOS REGION),PANGASINAN,SANTA MARIA,PH0105539000,PH015539000,"8,087"
REGION I (ILOCOS REGION),PANGASINAN,SANTO TOMAS,PH0105540000,PH015540000,"3,641"
REGION I (ILOCOS REGION),PANGASINAN,SISON,PH0105541000,PH015541000,"12,173"
REGION I (ILOCOS REGION),PANGASINAN,SUAL,PH0105542000,PH015542000,"9,697"
REGION I (ILOCOS REGION),PANGASINAN,TAYUG,PH0105543000,PH015543000,"11,038"
REGION I (ILOCOS REGION),PANGASINAN,UMINGAN,PH0105544000,PH015544000,"19,370"
REGION I (ILOCOS REGION),PANGASINAN,URBIZTONDO,PH0105545000,PH015545000,"12,071"
REGION I (ILOCOS REGION),PANGASINAN,CITY OF URDANETA,PH0105546000,PH015546000,"33,708"
REGION I (ILOCOS REGION),PANGASINAN,VILLASIS,PH0105547000,PH015547000,"15,659"
REGION I (ILOCOS REGION),PANGASINAN,LAOAC,PH0105548000,PH015548000,"8,268"
REGION II (CAGAYAN VALLEY),BATANES,BASCO (Capital),PH0200901000,PH020901000,"2,583"
REGION II (CAGAYAN VALLEY),BATANES,ITBAYAT,PH0200902000,PH020902000,914
REGION II (CAGAYAN VALLEY),BATANES,IVANA,PH0200903000,PH020903000,386
REGION II (CAGAYAN VALLEY),BATANES,MAHATAO,PH0200904000,PH020904000,471
REGION II (CAGAYAN VALLEY),BATANES,SABTANG,PH0200905000,PH020905000,454
REGION II (CAGAYAN VALLEY),BATANES,UYUGAN,PH0200906000,PH020906000,366
REGION II (CAGAYAN VALLEY),CAGAYAN,ABULUG,PH0201501000,PH021501000,"7,955"
REGION II (CAGAYAN VALLEY),CAGAYAN,ALCALA,PH0201502000,PH021502000,"9,770"
REGION II (CAGAYAN VALLEY),CAGAYAN,ALLACAPAN,PH0201503000,PH021503000,"8,182"
REGION II (CAGAYAN VALLEY),CAGAYAN,AMULUNG,PH0201504000,PH021504000,"11,760"
REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,PH0201505000,PH021505000,"14,994"
REGION II (CAGAYAN VALLEY),CAGAYAN,BAGGAO,PH0201506000,PH021506000,"20,822"
REGION II (CAGAYAN VALLEY),CAGAYAN,BALLESTEROS,PH0201507000,PH021507000,"8,340"
REGION II (CAGAYAN VALLEY),CAGAYAN,BUGUEY,PH0201508000,PH021508000,"7,416"
REGION II (CAGAYAN VALLEY),CAGAYAN,CALAYAN,PH0201509000,PH021509000,"4,245"
REGION II (CAGAYAN VALLEY),CAGAYAN,CAMALANIUGAN,PH0201510000,PH021510000,"5,905"
REGION II (CAGAYAN VALLEY),CAGAYAN,CLAVERIA,PH0201511000,PH021511000,"7,643"
REGION II (CAGAYAN VALLEY),CAGAYAN,ENRILE,PH0201512000,PH021512000,"8,109"
REGION II (CAGAYAN VALLEY),CAGAYAN,GATTARAN,PH0201513000,PH021513000,"13,770"
REGION II (CAGAYAN VALLEY),CAGAYAN,GONZAGA,PH0201514000,PH021514000,"9,532"
REGION II (CAGAYAN VALLEY),CAGAYAN,IGUIG,PH0201515000,PH021515000,"6,814"
REGION II (CAGAYAN VALLEY),CAGAYAN,LAL-LO,PH0201516000,PH021516000,"11,277"
REGION II (CAGAYAN VALLEY),CAGAYAN,LASAM,PH0201517000,PH021517000,"9,660"
REGION II (CAGAYAN VALLEY),CAGAYAN,PAMPLONA,PH0201518000,PH021518000,"5,710"
REGION II (CAGAYAN VALLEY),CAGAYAN,PEÑABLANCA,PH0201519000,PH021519000,"11,444"
REGION II (CAGAYAN VALLEY),CAGAYAN,PIAT,PH0201520000,PH021520000,"6,078"
REGION II (CAGAYAN VALLEY),CAGAYAN,RIZAL,PH0201521000,PH021521000,"4,438"
REGION II (CAGAYAN VALLEY),CAGAYAN,SANCHEZ-MIRA,PH0201522000,PH021522000,"6,096"
REGION II (CAGAYAN VALLEY),CAGAYAN,SANTA ANA,PH0201523000,PH021523000,"7,891"
REGION II (CAGAYAN VALLEY),CAGAYAN,SANTA PRAXEDES,PH0201524000,PH021524000,"1,037"
REGION II (CAGAYAN VALLEY),CAGAYAN,SANTA TERESITA,PH0201525000,PH021525000,"4,744"
REGION II (CAGAYAN VALLEY),CAGAYAN,SANTO NIÑO (FAIRE),PH0201526000,PH021526000,"6,996"
REGION II (CAGAYAN VALLEY),CAGAYAN,SOLANA,PH0201527000,PH021527000,"20,011"
REGION II (CAGAYAN VALLEY),CAGAYAN,TUAO,PH0201528000,PH021528000,"14,672"
REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),PH0201529000,PH021529000,"36,341"
